Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
21,Masculino,Casaco,64.0,Venmo,2,Quinzenal
42,Masculino,Sandalias,94.0,Venmo,21,Quinzenal
24,Masculino,Camisa,40.0,Cartao de Debito,40,Anual
43,Masculino,Bone,76.0,Cartao de Credito,33,Quinzenal
47,Masculino,Camisa,86.0,Cartao de Debito,26,Semanal
49,Masculino,Saia,92.0,Transferencia Bancaria,23,Quinzenal
50,Masculino,Sapato,52.0,Transferencia Bancaria,39,A cada 3 meses
51,Masculino,Casaco,28.0,PayPal,42,Mensal
40,Masculino,Calca,46.0,Dinheiro,41,Semanal
45,Masculino,Joias,50.0,Cartao de Credito,41,Anual
52,Masculino,Cinto,23.0,Dinheiro,12,Quinzenal
62,Masculino,Jaqueta,50.0,PayPal,31,Mensal
20,Masculino,Camisa,89.0,Cartao de Debito,34,Quinzenal
43,Masculino,Agasalho,81.0,Transferencia Bancaria,32,Anual
29,Masculino,Óculos de Sol,69.0,Transferencia Bancaria,31,Trimestral
22,Masculino,Óculos de Sol,67.0,PayPal,24,Anual
48,Masculino,Vestido,20.0,Cartao de Debito,31,Anual
42,Masculino,Botas,29.0,Transferencia Bancaria,18,Anual
19,Masculino,Camisa,74.0,Transferencia Bancaria,15,Mensal
60,Masculino,Shorts,82.0,Venmo,7,A cada 3 meses
32,Masculino,Luvas,23.0,Cartao de Credito,35,Quinzenal
26,Masculino,Joias,45.0,PayPal,35,Mensal
25,Masculino,Botas,21.0,Venmo,19,Mensal
66,Masculino,Joias,31.0,Dinheiro,26,Quinzenal
45,Masculino,Calca,45.0,Cartao de Debito,39,Quinzenal
54,Masculino,Joias,56.0,Dinheiro,22,Semanal
37,Masculino,Jaqueta,97.0,Cartao de Debito,14,Duas vezes/semana
54,Masculino,Blusa,100.0,Cartao de Credito,50,Quinzenal
50,Masculino,Blusa,96.0,Transferencia Bancaria,33,Trimestral
25,Masculino,Luvas,99.0,Cartao de Credito,48,A cada 3 meses
47,Masculino,Shorts,91.0,Cartao de Debito,48,Mensal
63,Masculino,Bone,30.0,Cartao de Debito,27,Quinzenal
64,Masculino,Sapato,65.0,Venmo,27,Semanal
18,Masculino,Botas,93.0,Dinheiro,20,Semanal
59,Masculino,Jaqueta,81.0,Cartao de Debito,48,A cada 3 meses
37,Masculino,Joias,81.0,Venmo,29,Semanal
23,Masculino,Óculos de Sol,52.0,PayPal,45,Mensal
54,Masculino,Saia,88.0,Dinheiro,25,Trimestral
38,Masculino,Jeans,24.0,Cartao de Credito,25,Semanal
19,Masculino,Mochila,51.0,Cartao de Credito,37,A cada 3 meses
34,Masculino,Mochila,38.0,Transferencia Bancaria,16,Trimestral
21,Masculino,Shorts,46.0,Cartao de Debito,30,Duas vezes/semana
50,Masculino,Vestido,63.0,Dinheiro,6,A cada 3 meses
55,Masculino,Cachecol,72.0,Cartao de Credito,36,Trimestral
20,Masculino,Jeans,39.0,Dinheiro,3,Trimestral
34,Masculino,Casaco,42.0,Venmo,29,A cada 3 meses
62,Masculino,Sueter,76.0,Cartao de Debito,15,Trimestral
21,Masculino,Tenis,66.0,Dinheiro,18,Anual
21,Masculino,Cachecol,90.0,Venmo,2,Quinzenal
42,Masculino,Sueter,56.0,Cartao de Credito,49,Semanal
35,Masculino,Joias,43.0,Cartao de Debito,48,Anual
39,Masculino,Bolsa,84.0,Transferencia Bancaria,43,Mensal
68,Masculino,Agasalho,88.0,Cartao de Credito,30,Duas vezes/semana
46,Masculino,Bone,88.0,PayPal,10,Quinzenal
41,Masculino,Cinto,42.0,PayPal,11,Anual
23,Masculino,Agasalho,73.0,Venmo,12,Semanal
68,Masculino,Bone,73.0,Cartao de Credito,28,Trimestral
48,Masculino,Sapato,44.0,Cartao de Debito,36,Quinzenal
38,Masculino,Sandalias,63.0,Cartao de Debito,37,A cada 3 meses
41,Masculino,Jaqueta,68.0,Cartao de Credito,22,Trimestral
58,Masculino,Sueter,29.0,Venmo,32,Semanal
49,Masculino,Meias,85.0,Venmo,40,Anual
57,Masculino,Tenis,42.0,PayPal,47,Mensal
49,Masculino,Casaco,69.0,Transferencia Bancaria,24,Duas vezes/semana
50,Masculino,Camisa,62.0,PayPal,11,Semanal
28,Masculino,Mochila,48.0,Cartao de Debito,19,Duas vezes/semana
38,Masculino,Botas,68.0,PayPal,42,Semanal
33,Masculino,Bolsa,36.0,Cartao de Credito,6,Quinzenal
30,Masculino,Vestido,63.0,Venmo,31,Quinzenal
43,Masculino,Tenis,39.0,Transferencia Bancaria,31,Semanal
43,Masculino,Botas,78.0,PayPal,27,Mensal
36,Masculino,Sapato,99.0,Cartao de Credito,24,Mensal
36,Masculino,Camiseta,31.0,Transferencia Bancaria,35,A cada 3 meses
64,Masculino,Botas,45.0,Cartao de Debito,21,Anual
59,Masculino,Calca,30.0,Dinheiro,8,Quinzenal
55,Masculino,Sapato,24.0,Cartao de Credito,26,Trimestral
42,Masculino,Sapato,22.0,Transferencia Bancaria,26,Anual
61,Masculino,Camiseta,63.0,Cartao de Credito,9,Duas vezes/semana
28,Masculino,Cachecol,40.0,Dinheiro,48,Anual
65,Masculino,Shorts,20.0,Transferencia Bancaria,33,Quinzenal
27,Masculino,Joias,20.0,Dinheiro,31,Trimestral
41,Masculino,Camiseta,80.0,Transferencia Bancaria,17,Semanal
21,Masculino,Camisa,87.0,Cartao de Credito,22,Anual
61,Masculino,Camisa,46.0,Cartao de Debito,8,Anual
19,Masculino,Luvas,49.0,Cartao de Credito,2,Mensal
22,Masculino,Cachecol,65.0,PayPal,45,Anual
64,Masculino,Saia,62.0,Cartao de Debito,47,Trimestral
28,Masculino,Bone,67.0,Cartao de Credito,7,Mensal
34,Masculino,Agasalho,41.0,Dinheiro,19,Duas vezes/semana
61,Masculino,Botas,49.0,Cartao de Debito,44,A cada 3 meses
24,Masculino,Blusa,100.0,PayPal,16,A cada 3 meses
19,Masculino,Cinto,54.0,Dinheiro,17,Trimestral
51,Masculino,Óculos de Sol,84.0,Transferencia Bancaria,20,Trimestral
36,Masculino,Shorts,41.0,Cartao de Credito,50,Anual
65,Masculino,Luvas,88.0,PayPal,37,Trimestral
46,Masculino,Sandalias,40.0,Dinheiro,5,Trimestral
59,Masculino,Camisa,39.0,Venmo,44,Anual
51,Masculino,Casaco,37.0,Cartao de Credito,41,Mensal
51,Masculino,Calca,52.0,Dinheiro,19,Mensal
21,Masculino,Camiseta,23.0,Transferencia Bancaria,47,A cada 3 meses
34,Masculino,Tenis,88.0,Venmo,40,Anual
32,Masculino,Shorts,84.0,Dinheiro,6,Mensal
48,Masculino,Casaco,37.0,Venmo,25,Duas vezes/semana
50,Masculino,Sandalias,51.0,Transferencia Bancaria,42,Semanal
26,Masculino,Calca,76.0,Transferencia Bancaria,35,A cada 3 meses
57,Masculino,Sandalias,60.0,PayPal,17,Semanal
65,Masculino,Luvas,72.0,Transferencia Bancaria,4,Trimestral
56,Masculino,Camiseta,45.0,Cartao de Credito,24,Semanal
44,Masculino,Jaqueta,84.0,Cartao de Debito,16,A cada 3 meses
50,Masculino,Blusa,49.0,Cartao de Credito,14,Anual
27,Masculino,Meias,22.0,PayPal,43,Semanal
49,Masculino,Casaco,48.0,Dinheiro,49,Semanal
49,Masculino,Vestido,37.0,Venmo,33,A cada 3 meses
52,Masculino,Jaqueta,27.0,Transferencia Bancaria,45,Duas vezes/semana
27,Masculino,Botas,79.0,Venmo,35,Duas vezes/semana
53,Masculino,Saia,98.0,Cartao de Debito,11,Mensal
34,Masculino,Sandalias,64.0,Dinheiro,30,A cada 3 meses
33,Masculino,Casaco,32.0,Transferencia Bancaria,48,Anual
62,Masculino,Agasalho,74.0,Dinheiro,45,Duas vezes/semana
38,Masculino,Jaqueta,50.0,Cartao de Debito,26,Semanal
36,Masculino,Mochila,64.0,PayPal,41,A cada 3 meses
31,Masculino,Mochila,29.0,Dinheiro,37,Duas vezes/semana
62,Masculino,Cinto,62.0,Dinheiro,12,Semanal
29,Masculino,Casaco,78.0,Venmo,27,Duas vezes/semana
24,Masculino,Camiseta,94.0,Transferencia Bancaria,18,Semanal
63,Masculino,Óculos de Sol,59.0,Venmo,15,Trimestral
56,Masculino,Tenis,47.0,PayPal,34,Semanal
63,Masculino,Luvas,57.0,Transferencia Bancaria,37,Anual
40,Masculino,Casaco,90.0,Cartao de Credito,21,Quinzenal
18,Masculino,Camisa,60.0,PayPal,31,Semanal
50,Masculino,Tenis,77.0,Venmo,43,A cada 3 meses
66,Masculino,Cachecol,41.0,Transferencia Bancaria,22,Mensal
25,Masculino,Joias,48.0,PayPal,12,Anual
65,Masculino,Jaqueta,65.0,Cartao de Credito,25,Quinzenal
53,Masculino,Jeans,62.0,PayPal,40,Anual
61,Masculino,Sapato,99.0,PayPal,16,Trimestral
67,Masculino,Agasalho,58.0,Dinheiro,30,Semanal
59,Masculino,Mochila,43.0,Transferencia Bancaria,10,Semanal
55,Masculino,Tenis,93.0,PayPal,1,Quinzenal
21,Masculino,Blusa,50.0,Venmo,24,Quinzenal
44,Masculino,Calca,88.0,Transferencia Bancaria,36,Mensal
65,Masculino,Saia,33.0,PayPal,46,A cada 3 meses
65,Masculino,Camiseta,99.0,Cartao de Credito,20,Anual
54,Masculino,Jaqueta,76.0,Venmo,37,Semanal
56,Masculino,Cachecol,97.0,Cartao de Credito,26,Anual
58,Masculino,Calca,68.0,Dinheiro,23,Duas vezes/semana
54,Masculino,Tenis,79.0,PayPal,20,Duas vezes/semana
58,Masculino,Jeans,86.0,Venmo,38,Mensal
48,Masculino,Bone,68.0,Venmo,5,A cada 3 meses
19,Masculino,Saia,52.0,PayPal,41,Anual
69,Masculino,Sandalias,90.0,Cartao de Debito,22,Quinzenal
58,Masculino,Sandalias,41.0,Cartao de Debito,48,Anual
49,Masculino,Sueter,80.0,PayPal,10,Semanal
32,Masculino,Sueter,100.0,Cartao de Credito,12,A cada 3 meses
40,Masculino,Jaqueta,77.0,Cartao de Debito,2,Trimestral
25,Masculino,Shorts,78.0,PayPal,38,Mensal
70,Masculino,Meias,94.0,PayPal,20,Mensal
69,Masculino,Meias,23.0,Cartao de Credito,5,A cada 3 meses
45,Masculino,Agasalho,20.0,Venmo,9,Anual
29,Masculino,Meias,86.0,PayPal,48,A cada 3 meses
47,Masculino,Botas,60.0,Cartao de Debito,9,Trimestral
28,Masculino,Camisa,70.0,Cartao de Debito,40,Anual
64,Masculino,Cinto,39.0,Cartao de Credito,30,Quinzenal
47,Masculino,Mochila,37.0,Cartao de Credito,6,Duas vezes/semana
60,Masculino,Botas,29.0,Venmo,42,A cada 3 meses
67,Masculino,Casaco,35.0,Dinheiro,9,A cada 3 meses
35,Masculino,Agasalho,83.0,Dinheiro,6,Mensal
30,Masculino,Sapato,77.0,Cartao de Credito,47,Trimestral
23,Masculino,Sapato,37.0,PayPal,36,Anual
70,Masculino,Joias,69.0,Transferencia Bancaria,19,Quinzenal
21,Masculino,Vestido,66.0,Cartao de Credito,30,A cada 3 meses
51,Masculino,Botas,26.0,Dinheiro,27,A cada 3 meses
22,Masculino,Bone,63.0,Cartao de Debito,25,Mensal
32,Masculino,Mochila,38.0,Dinheiro,5,Quinzenal
37,Masculino,Sapato,58.0,Venmo,10,A cada 3 meses
31,Masculino,Bolsa,46.0,Cartao de Debito,26,A cada 3 meses
44,Masculino,Óculos de Sol,92.0,Transferencia Bancaria,11,A cada 3 meses
40,Masculino,Bone,32.0,Cartao de Debito,17,Semanal
27,Masculino,Cachecol,90.0,Cartao de Credito,44,Mensal
47,Masculino,Agasalho,23.0,PayPal,44,Mensal
41,Masculino,Mochila,25.0,Cartao de Debito,21,A cada 3 meses
51,Masculino,Sueter,54.0,Dinheiro,49,Quinzenal
53,Masculino,Shorts,72.0,Cartao de Debito,27,A cada 3 meses
43,Masculino,Cachecol,33.0,Cartao de Credito,19,Mensal
67,Masculino,Bone,43.0,PayPal,33,Trimestral
61,Masculino,Casaco,51.0,Dinheiro,46,Duas vezes/semana
68,Masculino,Joias,85.0,Dinheiro,21,Duas vezes/semana
67,Masculino,Sandalias,100.0,Cartao de Debito,23,Anual
29,Masculino,Luvas,72.0,Dinheiro,38,A cada 3 meses
50,Masculino,Mochila,57.0,Cartao de Debito,2,Trimestral
61,Masculino,Jaqueta,94.0,Cartao de Credito,21,Duas vezes/semana
19,Masculino,Mochila,34.0,Cartao de Debito,1,A cada 3 meses
33,Masculino,Mochila,89.0,PayPal,10,A cada 3 meses
51,Masculino,Óculos de Sol,27.0,Cartao de Debito,45,Semanal
69,Masculino,Meias,63.0,Cartao de Credito,44,Quinzenal
19,Masculino,Sapato,70.0,Transferencia Bancaria,48,Duas vezes/semana
55,Masculino,Calca,87.0,Venmo,21,Anual
49,Masculino,Joias,79.0,Venmo,1,Semanal
31,Masculino,Óculos de Sol,79.0,Cartao de Credito,10,Anual
42,Masculino,Sandalias,44.0,Venmo,24,Mensal
69,Masculino,Sueter,85.0,Venmo,29,Mensal
26,Masculino,Sapato,90.0,Transferencia Bancaria,11,Anual
41,Masculino,Joias,94.0,Dinheiro,33,Anual
55,Masculino,Botas,68.0,Venmo,27,Quinzenal
35,Masculino,Mochila,51.0,Venmo,19,Quinzenal
66,Masculino,Sandalias,33.0,Transferencia Bancaria,50,Trimestral
36,Masculino,Tenis,60.0,Transferencia Bancaria,46,Semanal
27,Masculino,Agasalho,59.0,PayPal,28,Trimestral
41,Masculino,Bolsa,30.0,Dinheiro,14,A cada 3 meses
21,Masculino,Sueter,20.0,Dinheiro,46,Quinzenal
53,Masculino,Sandalias,20.0,Venmo,41,Mensal
54,Masculino,Vestido,24.0,Cartao de Credito,50,Anual
53,Masculino,Saia,88.0,Cartao de Debito,28,Quinzenal
47,Masculino,Blusa,78.0,Venmo,23,A cada 3 meses
64,Masculino,Saia,25.0,Cartao de Credito,14,Duas vezes/semana
18,Masculino,Sueter,57.0,Venmo,10,A cada 3 meses
68,Masculino,Mochila,93.0,Venmo,37,Semanal
62,Masculino,Agasalho,42.0,Cartao de Credito,15,Duas vezes/semana
51,Masculino,Botas,54.0,Cartao de Debito,19,Duas vezes/semana
54,Masculino,Blusa,70.0,Transferencia Bancaria,23,Quinzenal
22,Masculino,Agasalho,31.0,Transferencia Bancaria,35,Semanal
53,Masculino,Calca,93.0,Cartao de Credito,33,A cada 3 meses
34,Masculino,Luvas,40.0,Venmo,12,Anual
32,Masculino,Bone,32.0,PayPal,41,Quinzenal
64,Masculino,Óculos de Sol,27.0,PayPal,27,Semanal
20,Masculino,Cachecol,68.0,Cartao de Credito,45,Quinzenal
24,Masculino,Bolsa,59.0,Transferencia Bancaria,23,Anual
20,Masculino,Bolsa,36.0,Cartao de Debito,19,Mensal
42,Masculino,Jeans,23.0,Cartao de Debito,6,Trimestral
48,Masculino,Jaqueta,80.0,PayPal,6,Trimestral
62,Masculino,Mochila,37.0,Cartao de Debito,20,Semanal
62,Masculino,Shorts,52.0,Cartao de Debito,8,Semanal
50,Masculino,Casaco,79.0,Cartao de Debito,39,Trimestral
57,Masculino,Camisa,68.0,Dinheiro,39,Trimestral
24,Masculino,Luvas,98.0,Cartao de Debito,39,Duas vezes/semana
59,Masculino,Vestido,83.0,Dinheiro,23,Mensal
63,Masculino,Calca,83.0,Dinheiro,41,Duas vezes/semana
41,Masculino,Calca,55.0,Dinheiro,50,Anual
35,Masculino,Agasalho,26.0,Dinheiro,30,Trimestral
34,Masculino,Óculos de Sol,76.0,Cartao de Debito,32,Trimestral
49,Masculino,Camiseta,85.0,Cartao de Credito,35,Mensal
43,Masculino,Jaqueta,89.0,PayPal,45,Duas vezes/semana
63,Masculino,Sueter,41.0,Cartao de Credito,37,Duas vezes/semana
38,Masculino,Jaqueta,30.0,PayPal,45,Semanal
59,Masculino,Meias,53.0,Dinheiro,29,Trimestral
35,Masculino,Camisa,66.0,Dinheiro,27,Duas vezes/semana
48,Masculino,Joias,33.0,Venmo,36,Anual
64,Masculino,Óculos de Sol,86.0,Cartao de Credito,9,Anual
28,Masculino,Calca,60.0,Cartao de Debito,38,Duas vezes/semana
60,Masculino,Meias,62.0,PayPal,41,Anual
27,Masculino,Blusa,74.0,Cartao de Credito,25,A cada 3 meses
56,Masculino,Sandalias,95.0,PayPal,37,Quinzenal
58,Masculino,Tenis,25.0,Venmo,3,Anual
30,Masculino,Camisa,59.0,PayPal,24,A cada 3 meses
23,Masculino,Jaqueta,29.0,Cartao de Debito,49,Duas vezes/semana
33,Masculino,Sandalias,36.0,Venmo,3,Mensal
63,Masculino,Bone,82.0,Transferencia Bancaria,42,Mensal
70,Masculino,Blusa,71.0,Cartao de Credito,32,Quinzenal
70,Masculino,Sueter,35.0,PayPal,33,Quinzenal
19,Masculino,Luvas,38.0,Dinheiro,46,Trimestral
25,Masculino,Cachecol,59.0,Dinheiro,44,Mensal
19,Masculino,Agasalho,91.0,Dinheiro,35,A cada 3 meses
25,Masculino,Shorts,68.0,Transferencia Bancaria,45,Semanal
60,Masculino,Mochila,21.0,Cartao de Credito,37,Duas vezes/semana
35,Masculino,Óculos de Sol,95.0,Venmo,40,A cada 3 meses
46,Masculino,Shorts,52.0,Cartao de Credito,30,A cada 3 meses
41,Masculino,Vestido,21.0,Venmo,38,A cada 3 meses
30,Masculino,Shorts,67.0,Transferencia Bancaria,15,A cada 3 meses
44,Masculino,Cinto,42.0,Transferencia Bancaria,49,Mensal
61,Masculino,Cachecol,63.0,Transferencia Bancaria,40,Trimestral
55,Masculino,Botas,41.0,PayPal,40,Semanal
50,Masculino,Bolsa,46.0,Transferencia Bancaria,5,Semanal
57,Masculino,Calca,79.0,Venmo,5,Mensal
51,Masculino,Botas,90.0,Dinheiro,5,A cada 3 meses
18,Masculino,Camisa,71.0,Transferencia Bancaria,1,Semanal
63,Masculino,Vestido,87.0,Cartao de Debito,21,Semanal
34,Masculino,Agasalho,66.0,Venmo,18,Anual
25,Masculino,Calca,90.0,PayPal,49,Trimestral
46,Masculino,Jeans,47.0,Venmo,27,Semanal
59,Masculino,Camisa,38.0,Cartao de Debito,21,Anual
37,Masculino,Mochila,50.0,Dinheiro,19,Quinzenal
49,Masculino,Jaqueta,79.0,Cartao de Debito,23,Mensal
22,Masculino,Cachecol,91.0,Transferencia Bancaria,26,Quinzenal
64,Masculino,Botas,60.0,PayPal,13,Duas vezes/semana
42,Masculino,Blusa,81.0,Cartao de Credito,36,Trimestral
37,Masculino,Agasalho,90.0,Transferencia Bancaria,39,Duas vezes/semana
26,Masculino,Jaqueta,70.0,Venmo,40,Quinzenal
33,Masculino,Jeans,63.0,Venmo,37,Trimestral
30,Masculino,Joias,29.0,PayPal,9,Duas vezes/semana
21,Masculino,Meias,90.0,Cartao de Debito,7,A cada 3 meses
22,Masculino,Camisa,22.0,Transferencia Bancaria,25,Anual
63,Masculino,Shorts,22.0,Venmo,42,Duas vezes/semana
33,Masculino,Joias,62.0,Transferencia Bancaria,19,Semanal
43,Masculino,Blusa,57.0,Cartao de Debito,41,A cada 3 meses
27,Masculino,Sueter,32.0,PayPal,50,Duas vezes/semana
35,Masculino,Joias,53.0,Dinheiro,43,Mensal
37,Masculino,Camiseta,79.0,Dinheiro,36,A cada 3 meses
61,Masculino,Bone,61.0,Dinheiro,33,Quinzenal
32,Masculino,Shorts,78.0,PayPal,20,A cada 3 meses
62,Masculino,Sueter,97.0,Cartao de Credito,37,A cada 3 meses
29,Masculino,Jeans,78.0,Cartao de Debito,12,A cada 3 meses
41,Masculino,Óculos de Sol,56.0,Venmo,46,A cada 3 meses
48,Masculino,Botas,25.0,Venmo,28,Quinzenal
43,Masculino,Casaco,28.0,Cartao de Credito,30,Quinzenal
34,Masculino,Camisa,57.0,Dinheiro,28,Duas vezes/semana
45,Masculino,Vestido,36.0,Dinheiro,20,Duas vezes/semana
65,Masculino,Camisa,69.0,Venmo,39,A cada 3 meses
61,Masculino,Óculos de Sol,48.0,Venmo,48,Duas vezes/semana
18,Masculino,Vestido,58.0,Cartao de Debito,32,A cada 3 meses
47,Masculino,Óculos de Sol,24.0,PayPal,28,Anual
56,Masculino,Óculos de Sol,31.0,Cartao de Credito,27,Trimestral
64,Masculino,Shorts,29.0,Dinheiro,26,Duas vezes/semana
26,Masculino,Jeans,69.0,Transferencia Bancaria,22,Quinzenal
22,Masculino,Camiseta,79.0,Cartao de Debito,23,A cada 3 meses
64,Masculino,Calca,39.0,Cartao de Debito,21,Trimestral
21,Masculino,Óculos de Sol,84.0,PayPal,36,Semanal
67,Masculino,Botas,66.0,Cartao de Debito,42,Duas vezes/semana
46,Masculino,Camiseta,92.0,Cartao de Credito,4,Mensal
40,Masculino,Sandalias,45.0,Cartao de Debito,47,Anual
51,Masculino,Shorts,74.0,Venmo,13,Semanal
35,Masculino,Bone,39.0,Transferencia Bancaria,8,Trimestral
56,Masculino,Cachecol,71.0,Transferencia Bancaria,11,Trimestral
25,Masculino,Camiseta,95.0,Transferencia Bancaria,5,Anual
65,Masculino,Luvas,72.0,Cartao de Credito,1,Mensal
39,Masculino,Cachecol,85.0,Dinheiro,17,A cada 3 meses
47,Masculino,Botas,54.0,Cartao de Credito,27,Trimestral
36,Masculino,Luvas,41.0,Dinheiro,3,Trimestral
66,Masculino,Casaco,24.0,Venmo,22,Semanal
62,Masculino,Cinto,99.0,Dinheiro,24,Quinzenal
41,Masculino,Agasalho,32.0,Cartao de Debito,18,Trimestral
66,Masculino,Sapato,71.0,Transferencia Bancaria,39,A cada 3 meses
51,Masculino,Vestido,49.0,Transferencia Bancaria,25,Quinzenal
33,Masculino,Luvas,50.0,Cartao de Credito,6,Anual
57,Masculino,Joias,91.0,Cartao de Credito,26,Semanal
45,Masculino,Cinto,46.0,Cartao de Credito,43,Quinzenal
61,Masculino,Sueter,50.0,Cartao de Debito,6,Mensal
55,Masculino,Saia,39.0,Transferencia Bancaria,6,Trimestral
54,Masculino,Tenis,99.0,Transferencia Bancaria,13,Trimestral
57,Masculino,Luvas,48.0,PayPal,13,Mensal
27,Masculino,Casaco,77.0,Dinheiro,11,Anual
64,Masculino,Mochila,95.0,PayPal,45,Semanal
52,Masculino,Meias,100.0,Cartao de Credito,8,Mensal
19,Masculino,Tenis,54.0,Venmo,8,Anual
22,Masculino,Sueter,68.0,Cartao de Credito,34,Quinzenal
18,Masculino,Jeans,22.0,Dinheiro,40,Duas vezes/semana
29,Masculino,Bone,84.0,Venmo,14,Duas vezes/semana
42,Masculino,Bone,46.0,Cartao de Credito,11,Trimestral
49,Masculino,Bolsa,53.0,PayPal,8,Mensal
49,Masculino,Camisa,60.0,PayPal,8,A cada 3 meses
55,Masculino,Meias,32.0,Cartao de Credito,37,Semanal
29,Masculino,Meias,50.0,Dinheiro,23,Anual
60,Masculino,Vestido,94.0,Cartao de Credito,38,Anual
34,Masculino,Sapato,26.0,Venmo,38,Trimestral
30,Masculino,Cachecol,44.0,PayPal,12,Quinzenal
28,Masculino,Agasalho,57.0,PayPal,15,Semanal
63,Masculino,Camiseta,65.0,Cartao de Debito,38,Quinzenal
31,Masculino,Jeans,72.0,Cartao de Debito,41,A cada 3 meses
46,Masculino,Shorts,62.0,Transferencia Bancaria,37,Quinzenal
70,Masculino,Bone,21.0,Cartao de Credito,16,A cada 3 meses
53,Masculino,Bolsa,85.0,Transferencia Bancaria,25,Semanal
50,Masculino,Calca,51.0,Venmo,18,Trimestral
33,Masculino,Bolsa,84.0,Venmo,4,Duas vezes/semana
22,Masculino,Sueter,37.0,Venmo,12,Trimestral
50,Masculino,Cachecol,44.0,Cartao de Credito,35,Quinzenal
34,Masculino,Tenis,45.0,Venmo,45,Semanal
24,Masculino,Calca,35.0,Dinheiro,16,Mensal
69,Masculino,Mochila,50.0,Transferencia Bancaria,10,Quinzenal
39,Masculino,Sandalias,26.0,Dinheiro,34,Anual
42,Masculino,Meias,78.0,Cartao de Debito,43,Anual
42,Masculino,Casaco,82.0,Dinheiro,38,Semanal
29,Masculino,Meias,39.0,Dinheiro,48,A cada 3 meses
55,Masculino,Cinto,55.0,Venmo,31,Anual
32,Masculino,Meias,20.0,Cartao de Credito,20,A cada 3 meses
25,Masculino,Cinto,29.0,Cartao de Credito,12,Quinzenal
38,Masculino,Calca,41.0,Venmo,2,Semanal
32,Masculino,Shorts,38.0,Cartao de Credito,30,A cada 3 meses
43,Masculino,Botas,47.0,Dinheiro,28,Trimestral
41,Masculino,Vestido,30.0,Venmo,40,Mensal
56,Masculino,Jeans,56.0,Cartao de Credito,46,Trimestral
27,Masculino,Camiseta,89.0,Transferencia Bancaria,15,Semanal
46,Masculino,Sapato,96.0,PayPal,38,A cada 3 meses
48,Masculino,Botas,81.0,PayPal,30,Duas vezes/semana
52,Masculino,Cachecol,83.0,Cartao de Debito,32,Duas vezes/semana
18,Masculino,Tenis,35.0,Cartao de Debito,36,Trimestral
64,Masculino,Botas,56.0,PayPal,32,Semanal
54,Masculino,Bolsa,45.0,Cartao de Credito,14,Anual
31,Masculino,Camisa,62.0,Dinheiro,8,Mensal
30,Masculino,Bone,84.0,Dinheiro,27,Duas vezes/semana
26,Masculino,Sueter,24.0,Cartao de Credito,24,Mensal
25,Masculino,Bolsa,21.0,Cartao de Credito,30,Quinzenal
59,Masculino,Camisa,91.0,Dinheiro,34,Mensal
55,Masculino,Óculos de Sol,36.0,Transferencia Bancaria,28,Trimestral
56,Masculino,Tenis,39.0,Dinheiro,27,Mensal
62,Masculino,Agasalho,39.0,Dinheiro,31,Duas vezes/semana
35,Masculino,Camisa,59.0,Dinheiro,23,Anual
51,Masculino,Óculos de Sol,27.0,PayPal,11,Trimestral
61,Masculino,Blusa,94.0,Venmo,48,Trimestral
27,Masculino,Cinto,94.0,Venmo,17,Mensal
54,Masculino,Vestido,94.0,Cartao de Credito,36,Semanal
31,Masculino,Sapato,51.0,Cartao de Credito,33,Quinzenal
24,Masculino,Meias,62.0,Transferencia Bancaria,27,Duas vezes/semana
42,Masculino,Meias,57.0,Cartao de Debito,14,Quinzenal
41,Masculino,Shorts,76.0,Dinheiro,5,Anual
66,Masculino,Luvas,63.0,Cartao de Debito,47,A cada 3 meses
58,Masculino,Jaqueta,80.0,Cartao de Credito,28,Duas vezes/semana
43,Masculino,Bolsa,68.0,Cartao de Debito,11,Anual
52,Masculino,Mochila,89.0,Cartao de Debito,18,Semanal
35,Masculino,Botas,26.0,Cartao de Debito,21,Semanal
23,Masculino,Luvas,90.0,PayPal,22,Duas vezes/semana
25,Masculino,Agasalho,28.0,Cartao de Credito,33,A cada 3 meses
33,Masculino,Casaco,29.0,Transferencia Bancaria,49,Anual
48,Masculino,Camisa,31.0,Dinheiro,10,A cada 3 meses
42,Masculino,Camisa,24.0,Transferencia Bancaria,18,Semanal
55,Masculino,Sueter,88.0,Venmo,28,Quinzenal
59,Masculino,Camisa,87.0,Venmo,25,Semanal
65,Masculino,Agasalho,80.0,Dinheiro,6,Semanal
59,Masculino,Sandalias,48.0,PayPal,44,Duas vezes/semana
31,Masculino,Cinto,21.0,PayPal,30,Mensal
49,Masculino,Botas,72.0,Transferencia Bancaria,42,Trimestral
53,Masculino,Agasalho,44.0,Transferencia Bancaria,30,Mensal
48,Masculino,Sandalias,73.0,PayPal,33,Duas vezes/semana
23,Masculino,Jeans,61.0,Cartao de Debito,24,Trimestral
68,Masculino,Sapato,20.0,Transferencia Bancaria,13,Mensal
35,Masculino,Sandalias,86.0,Cartao de Credito,19,Mensal
34,Masculino,Vestido,60.0,Venmo,23,A cada 3 meses
62,Masculino,Bone,43.0,PayPal,35,Mensal
21,Masculino,Calca,44.0,Transferencia Bancaria,22,Mensal
70,Masculino,Meias,76.0,Dinheiro,14,Trimestral
55,Masculino,Camisa,33.0,Cartao de Debito,47,Quinzenal
