Id,Idade,Genero,Item_Comprado,Valor_Compra(R$),Forma_Pagamento,Compras_Anteriores,Frequencia_Compras
404,19,Masculino,Tenis,45.0,Cartao de Credito,12,Anual
405,35,Masculino,Camiseta,93.0,Cartao de Credito,11,Mensal
406,41,Masculino,Jeans,74.0,Cartao de Debito,15,Anual
407,52,Masculino,Luvas,55.0,Cartao de Debito,13,Mensal
408,45,Masculino,Agasalho,76.0,Cartao de Debito,5,Duas vezes/semana
409,34,Masculino,Tenis,66.0,Cartao de Credito,36,Quinzenal
410,35,Masculino,Shorts,51.0,Cartao de Debito,32,Mensal
411,29,Masculino,Sueter,26.0,Cartao de Debito,1,Trimestral
412,59,Masculino,Jeans,29.0,Dinheiro,15,Anual
413,24,Masculino,Jaqueta,74.0,Venmo,3,Semanal
414,70,Masculino,Joias,99.0,Cartao de Debito,48,Mensal
415,29,Masculino,Mochila,88.0,Transferencia Bancaria,30,Semanal
416,67,Masculino,Casaco,31.0,Venmo,40,Mensal
417,36,Masculino,Cinto,55.0,Transferencia Bancaria,24,Quinzenal
418,23,Masculino,Sandalias,81.0,PayPal,48,Trimestral
419,18,Masculino,Sueter,73.0,Dinheiro,27,Duas vezes/semana
420,53,Masculino,Shorts,91.0,Cartao de Credito,14,A cada 3 meses
421,32,Masculino,Meias,54.0,Cartao de Credito,18,Duas vezes/semana
422,38,Masculino,Camisa,40.0,Dinheiro,48,Duas vezes/semana
423,47,Masculino,Calca,59.0,Transferencia Bancaria,32,Anual
424,46,Masculino,Cachecol,26.0,Transferencia Bancaria,21,Duas vezes/semana
425,66,Masculino,Sueter,23.0,Cartao de Credito,42,Quinzenal
426,40,Masculino,Jeans,87.0,Cartao de Debito,4,Trimestral
427,43,Masculino,Calca,71.0,Dinheiro,19,Trimestral
428,58,Masculino,Mochila,91.0,Dinheiro,6,Trimestral
429,21,Masculino,Casaco,64.0,Venmo,2,Quinzenal
430,42,Masculino,Sandalias,94.0,Venmo,21,Quinzenal
431,24,Masculino,Camisa,40.0,Cartao de Debito,40,Anual
432,43,Masculino,Bone,76.0,Cartao de Credito,33,Quinzenal
433,47,Masculino,Camisa,86.0,Cartao de Debito,26,Semanal
434,49,Masculino,Saia,92.0,Transferencia Bancaria,23,Quinzenal
435,50,Masculino,Sapato,52.0,Transferencia Bancaria,39,A cada 3 meses
436,51,Masculino,Casaco,28.0,PayPal,42,Mensal
437,40,Masculino,Calca,46.0,Dinheiro,41,Semanal
438,45,Masculino,Joias,50.0,Cartao de Credito,41,Anual
439,52,Masculino,Cinto,23.0,Dinheiro,12,Quinzenal
440,62,Masculino,Jaqueta,50.0,PayPal,31,Mensal
441,20,Masculino,Camisa,89.0,Cartao de Debito,34,Quinzenal
442,43,Masculino,Agasalho,81.0,Transferencia Bancaria,32,Anual
443,29,Masculino,Óculos de Sol,69.0,Transferencia Bancaria,31,Trimestral
444,22,Masculino,Óculos de Sol,67.0,PayPal,24,Anual
445,48,Masculino,Vestido,20.0,Cartao de Debito,31,Anual
446,42,Masculino,Botas,29.0,Transferencia Bancaria,18,Anual
447,19,Masculino,Camisa,74.0,Transferencia Bancaria,15,Mensal
448,60,Masculino,Shorts,82.0,Venmo,7,A cada 3 meses
449,32,Masculino,Luvas,23.0,Cartao de Credito,35,Quinzenal
450,26,Masculino,Joias,45.0,PayPal,35,Mensal
451,25,Masculino,Botas,21.0,Venmo,19,Mensal
452,66,Masculino,Joias,31.0,Dinheiro,26,Quinzenal
453,45,Masculino,Calca,45.0,Cartao de Debito,39,Quinzenal
454,54,Masculino,Joias,56.0,Dinheiro,22,Semanal
455,37,Masculino,Jaqueta,97.0,Cartao de Debito,14,Duas vezes/semana
456,54,Masculino,Blusa,100.0,Cartao de Credito,50,Quinzenal
457,50,Masculino,Blusa,96.0,Transferencia Bancaria,33,Trimestral
458,25,Masculino,Luvas,99.0,Cartao de Credito,48,A cada 3 meses
459,47,Masculino,Shorts,91.0,Cartao de Debito,48,Mensal
460,63,Masculino,Bone,30.0,Cartao de Debito,27,Quinzenal
461,64,Masculino,Sapato,65.0,Venmo,27,Semanal
462,18,Masculino,Botas,93.0,Dinheiro,20,Semanal
463,59,Masculino,Jaqueta,81.0,Cartao de Debito,48,A cada 3 meses
464,37,Masculino,Joias,81.0,Venmo,29,Semanal
465,23,Masculino,Óculos de Sol,52.0,PayPal,45,Mensal
466,54,Masculino,Saia,88.0,Dinheiro,25,Trimestral
467,38,Masculino,Jeans,24.0,Cartao de Credito,25,Semanal
468,19,Masculino,Mochila,51.0,Cartao de Credito,37,A cada 3 meses
469,34,Masculino,Mochila,38.0,Transferencia Bancaria,16,Trimestral
470,21,Masculino,Shorts,46.0,Cartao de Debito,30,Duas vezes/semana
471,50,Masculino,Vestido,63.0,Dinheiro,6,A cada 3 meses
472,55,Masculino,Cachecol,72.0,Cartao de Credito,36,Trimestral
473,20,Masculino,Jeans,39.0,Dinheiro,3,Trimestral
474,34,Masculino,Casaco,42.0,Venmo,29,A cada 3 meses
475,62,Masculino,Sueter,76.0,Cartao de Debito,15,Trimestral
476,21,Masculino,Tenis,66.0,Dinheiro,18,Anual
477,21,Masculino,Cachecol,90.0,Venmo,2,Quinzenal
478,42,Masculino,Sueter,56.0,Cartao de Credito,49,Semanal
479,35,Masculino,Joias,43.0,Cartao de Debito,48,Anual
480,39,Masculino,Bolsa,84.0,Transferencia Bancaria,43,Mensal
481,68,Masculino,Agasalho,88.0,Cartao de Credito,30,Duas vezes/semana
482,46,Masculino,Bone,88.0,PayPal,10,Quinzenal
483,41,Masculino,Cinto,42.0,PayPal,11,Anual
484,23,Masculino,Agasalho,73.0,Venmo,12,Semanal
485,68,Masculino,Bone,73.0,Cartao de Credito,28,Trimestral
486,48,Masculino,Sapato,44.0,Cartao de Debito,36,Quinzenal
487,38,Masculino,Sandalias,63.0,Cartao de Debito,37,A cada 3 meses
488,41,Masculino,Jaqueta,68.0,Cartao de Credito,22,Trimestral
489,58,Masculino,Sueter,29.0,Venmo,32,Semanal
490,49,Masculino,Meias,85.0,Venmo,40,Anual
491,57,Masculino,Tenis,42.0,PayPal,47,Mensal
492,49,Masculino,Casaco,69.0,Transferencia Bancaria,24,Duas vezes/semana
493,50,Masculino,Camisa,62.0,PayPal,11,Semanal
494,28,Masculino,Mochila,48.0,Cartao de Debito,19,Duas vezes/semana
495,38,Masculino,Botas,68.0,PayPal,42,Semanal
496,33,Masculino,Bolsa,36.0,Cartao de Credito,6,Quinzenal
497,30,Masculino,Vestido,63.0,Venmo,31,Quinzenal
498,43,Masculino,Tenis,39.0,Transferencia Bancaria,31,Semanal
499,43,Masculino,Botas,78.0,PayPal,27,Mensal
500,36,Masculino,Sapato,99.0,Cartao de Credito,24,Mensal
501,36,Masculino,Camiseta,31.0,Transferencia Bancaria,35,A cada 3 meses
502,64,Masculino,Botas,45.0,Cartao de Debito,21,Anual
503,59,Masculino,Calca,30.0,Dinheiro,8,Quinzenal
504,55,Masculino,Sapato,24.0,Cartao de Credito,26,Trimestral
505,42,Masculino,Sapato,22.0,Transferencia Bancaria,26,Anual
506,61,Masculino,Camiseta,63.0,Cartao de Credito,9,Duas vezes/semana
507,28,Masculino,Cachecol,40.0,Dinheiro,48,Anual
508,65,Masculino,Shorts,20.0,Transferencia Bancaria,33,Quinzenal
509,27,Masculino,Joias,20.0,Dinheiro,31,Trimestral
510,41,Masculino,Camiseta,80.0,Transferencia Bancaria,17,Semanal
511,21,Masculino,Camisa,87.0,Cartao de Credito,22,Anual
512,61,Masculino,Camisa,46.0,Cartao de Debito,8,Anual
513,19,Masculino,Luvas,49.0,Cartao de Credito,2,Mensal
514,22,Masculino,Cachecol,65.0,PayPal,45,Anual
515,64,Masculino,Saia,62.0,Cartao de Debito,47,Trimestral
516,28,Masculino,Bone,67.0,Cartao de Credito,7,Mensal
517,34,Masculino,Agasalho,41.0,Dinheiro,19,Duas vezes/semana
518,61,Masculino,Botas,49.0,Cartao de Debito,44,A cada 3 meses
519,24,Masculino,Blusa,100.0,PayPal,16,A cada 3 meses
520,19,Masculino,Cinto,54.0,Dinheiro,17,Trimestral
521,51,Masculino,Óculos de Sol,84.0,Transferencia Bancaria,20,Trimestral
522,36,Masculino,Shorts,41.0,Cartao de Credito,50,Anual
523,65,Masculino,Luvas,88.0,PayPal,37,Trimestral
524,46,Masculino,Sandalias,40.0,Dinheiro,5,Trimestral
525,59,Masculino,Camisa,39.0,Venmo,44,Anual
526,51,Masculino,Casaco,37.0,Cartao de Credito,41,Mensal
527,51,Masculino,Calca,52.0,Dinheiro,19,Mensal
528,21,Masculino,Camiseta,23.0,Transferencia Bancaria,47,A cada 3 meses
529,34,Masculino,Tenis,88.0,Venmo,40,Anual
530,32,Masculino,Shorts,84.0,Dinheiro,6,Mensal
531,48,Masculino,Casaco,37.0,Venmo,25,Duas vezes/semana
532,50,Masculino,Sandalias,51.0,Transferencia Bancaria,42,Semanal
533,26,Masculino,Calca,76.0,Transferencia Bancaria,35,A cada 3 meses
534,57,Masculino,Sandalias,60.0,PayPal,17,Semanal
535,65,Masculino,Luvas,72.0,Transferencia Bancaria,4,Trimestral
536,56,Masculino,Camiseta,45.0,Cartao de Credito,24,Semanal
537,44,Masculino,Jaqueta,84.0,Cartao de Debito,16,A cada 3 meses
538,50,Masculino,Blusa,49.0,Cartao de Credito,14,Anual
539,27,Masculino,Meias,22.0,PayPal,43,Semanal
540,49,Masculino,Casaco,48.0,Dinheiro,49,Semanal
541,49,Masculino,Vestido,37.0,Venmo,33,A cada 3 meses
542,52,Masculino,Jaqueta,27.0,Transferencia Bancaria,45,Duas vezes/semana
543,27,Masculino,Botas,79.0,Venmo,35,Duas vezes/semana
544,53,Masculino,Saia,98.0,Cartao de Debito,11,Mensal
545,34,Masculino,Sandalias,64.0,Dinheiro,30,A cada 3 meses
546,33,Masculino,Casaco,32.0,Transferencia Bancaria,48,Anual
547,62,Masculino,Agasalho,74.0,Dinheiro,45,Duas vezes/semana
548,38,Masculino,Jaqueta,50.0,Cartao de Debito,26,Semanal
549,36,Masculino,Mochila,64.0,PayPal,41,A cada 3 meses
550,31,Masculino,Mochila,29.0,Dinheiro,37,Duas vezes/semana
551,62,Masculino,Cinto,62.0,Dinheiro,12,Semanal
552,29,Masculino,Casaco,78.0,Venmo,27,Duas vezes/semana
553,24,Masculino,Camiseta,94.0,Transferencia Bancaria,18,Semanal
554,63,Masculino,Óculos de Sol,59.0,Venmo,15,Trimestral
555,56,Masculino,Tenis,47.0,PayPal,34,Semanal
556,63,Masculino,Luvas,57.0,Transferencia Bancaria,37,Anual
557,40,Masculino,Casaco,90.0,Cartao de Credito,21,Quinzenal
558,18,Masculino,Camisa,60.0,PayPal,31,Semanal
559,50,Masculino,Tenis,77.0,Venmo,43,A cada 3 meses
560,66,Masculino,Cachecol,41.0,Transferencia Bancaria,22,Mensal
561,25,Masculino,Joias,48.0,PayPal,12,Anual
562,65,Masculino,Jaqueta,65.0,Cartao de Credito,25,Quinzenal
563,53,Masculino,Jeans,62.0,PayPal,40,Anual
564,61,Masculino,Sapato,99.0,PayPal,16,Trimestral
565,67,Masculino,Agasalho,58.0,Dinheiro,30,Semanal
566,59,Masculino,Mochila,43.0,Transferencia Bancaria,10,Semanal
567,55,Masculino,Tenis,93.0,PayPal,1,Quinzenal
568,21,Masculino,Blusa,50.0,Venmo,24,Quinzenal
569,44,Masculino,Calca,88.0,Transferencia Bancaria,36,Mensal
570,65,Masculino,Saia,33.0,PayPal,46,A cada 3 meses
571,65,Masculino,Camiseta,99.0,Cartao de Credito,20,Anual
572,54,Masculino,Jaqueta,76.0,Venmo,37,Semanal
573,56,Masculino,Cachecol,97.0,Cartao de Credito,26,Anual
574,58,Masculino,Calca,68.0,Dinheiro,23,Duas vezes/semana
575,54,Masculino,Tenis,79.0,PayPal,20,Duas vezes/semana
576,58,Masculino,Jeans,86.0,Venmo,38,Mensal
577,48,Masculino,Bone,68.0,Venmo,5,A cada 3 meses
578,19,Masculino,Saia,52.0,PayPal,41,Anual
579,69,Masculino,Sandalias,90.0,Cartao de Debito,22,Quinzenal
580,58,Masculino,Sandalias,41.0,Cartao de Debito,48,Anual
581,49,Masculino,Sueter,80.0,PayPal,10,Semanal
582,32,Masculino,Sueter,100.0,Cartao de Credito,12,A cada 3 meses
583,40,Masculino,Jaqueta,77.0,Cartao de Debito,2,Trimestral
584,25,Masculino,Shorts,78.0,PayPal,38,Mensal
585,70,Masculino,Meias,94.0,PayPal,20,Mensal
586,69,Masculino,Meias,23.0,Cartao de Credito,5,A cada 3 meses
587,45,Masculino,Agasalho,20.0,Venmo,9,Anual
588,29,Masculino,Meias,86.0,PayPal,48,A cada 3 meses
589,47,Masculino,Botas,60.0,Cartao de Debito,9,Trimestral
590,28,Masculino,Camisa,70.0,Cartao de Debito,40,Anual
591,64,Masculino,Cinto,39.0,Cartao de Credito,30,Quinzenal
592,47,Masculino,Mochila,37.0,Cartao de Credito,6,Duas vezes/semana
593,60,Masculino,Botas,29.0,Venmo,42,A cada 3 meses
594,67,Masculino,Casaco,35.0,Dinheiro,9,A cada 3 meses
595,35,Masculino,Agasalho,83.0,Dinheiro,6,Mensal
596,30,Masculino,Sapato,77.0,Cartao de Credito,47,Trimestral
597,23,Masculino,Sapato,37.0,PayPal,36,Anual
598,70,Masculino,Joias,69.0,Transferencia Bancaria,19,Quinzenal
599,21,Masculino,Vestido,66.0,Cartao de Credito,30,A cada 3 meses
600,51,Masculino,Botas,26.0,Dinheiro,27,A cada 3 meses
601,22,Masculino,Bone,63.0,Cartao de Debito,25,Mensal
602,32,Masculino,Mochila,38.0,Dinheiro,5,Quinzenal
603,37,Masculino,Sapato,58.0,Venmo,10,A cada 3 meses
604,31,Masculino,Bolsa,46.0,Cartao de Debito,26,A cada 3 meses
605,44,Masculino,Óculos de Sol,92.0,Transferencia Bancaria,11,A cada 3 meses
606,40,Masculino,Bone,32.0,Cartao de Debito,17,Semanal
607,27,Masculino,Cachecol,90.0,Cartao de Credito,44,Mensal
608,47,Masculino,Agasalho,23.0,PayPal,44,Mensal
609,41,Masculino,Mochila,25.0,Cartao de Debito,21,A cada 3 meses
610,51,Masculino,Sueter,54.0,Dinheiro,49,Quinzenal
611,53,Masculino,Shorts,72.0,Cartao de Debito,27,A cada 3 meses
612,43,Masculino,Cachecol,33.0,Cartao de Credito,19,Mensal
613,67,Masculino,Bone,43.0,PayPal,33,Trimestral
614,61,Masculino,Casaco,51.0,Dinheiro,46,Duas vezes/semana
615,68,Masculino,Joias,85.0,Dinheiro,21,Duas vezes/semana
616,67,Masculino,Sandalias,100.0,Cartao de Debito,23,Anual
617,29,Masculino,Luvas,72.0,Dinheiro,38,A cada 3 meses
618,50,Masculino,Mochila,57.0,Cartao de Debito,2,Trimestral
619,61,Masculino,Jaqueta,94.0,Cartao de Credito,21,Duas vezes/semana
620,19,Masculino,Mochila,34.0,Cartao de Debito,1,A cada 3 meses
621,33,Masculino,Mochila,89.0,PayPal,10,A cada 3 meses
622,51,Masculino,Óculos de Sol,27.0,Cartao de Debito,45,Semanal
623,69,Masculino,Meias,63.0,Cartao de Credito,44,Quinzenal
624,19,Masculino,Sapato,70.0,Transferencia Bancaria,48,Duas vezes/semana
625,55,Masculino,Calca,87.0,Venmo,21,Anual
626,49,Masculino,Joias,79.0,Venmo,1,Semanal
627,31,Masculino,Óculos de Sol,79.0,Cartao de Credito,10,Anual
628,42,Masculino,Sandalias,44.0,Venmo,24,Mensal
629,69,Masculino,Sueter,85.0,Venmo,29,Mensal
630,26,Masculino,Sapato,90.0,Transferencia Bancaria,11,Anual
631,41,Masculino,Joias,94.0,Dinheiro,33,Anual
632,55,Masculino,Botas,68.0,Venmo,27,Quinzenal
633,35,Masculino,Mochila,51.0,Venmo,19,Quinzenal
634,66,Masculino,Sandalias,33.0,Transferencia Bancaria,50,Trimestral
635,36,Masculino,Tenis,60.0,Transferencia Bancaria,46,Semanal
636,27,Masculino,Agasalho,59.0,PayPal,28,Trimestral
637,41,Masculino,Bolsa,30.0,Dinheiro,14,A cada 3 meses
638,21,Masculino,Sueter,20.0,Dinheiro,46,Quinzenal
639,53,Masculino,Sandalias,20.0,Venmo,41,Mensal
640,54,Masculino,Vestido,24.0,Cartao de Credito,50,Anual
641,53,Masculino,Saia,88.0,Cartao de Debito,28,Quinzenal
642,47,Masculino,Blusa,78.0,Venmo,23,A cada 3 meses
643,64,Masculino,Saia,25.0,Cartao de Credito,14,Duas vezes/semana
644,18,Masculino,Sueter,57.0,Venmo,10,A cada 3 meses
645,68,Masculino,Mochila,93.0,Venmo,37,Semanal
646,62,Masculino,Agasalho,42.0,Cartao de Credito,15,Duas vezes/semana
647,51,Masculino,Botas,54.0,Cartao de Debito,19,Duas vezes/semana
648,54,Masculino,Blusa,70.0,Transferencia Bancaria,23,Quinzenal
649,22,Masculino,Agasalho,31.0,Transferencia Bancaria,35,Semanal
650,53,Masculino,Calca,93.0,Cartao de Credito,33,A cada 3 meses
651,34,Masculino,Luvas,40.0,Venmo,12,Anual
652,32,Masculino,Bone,32.0,PayPal,41,Quinzenal
653,64,Masculino,Óculos de Sol,27.0,PayPal,27,Semanal
654,20,Masculino,Cachecol,68.0,Cartao de Credito,45,Quinzenal
655,24,Masculino,Bolsa,59.0,Transferencia Bancaria,23,Anual
656,20,Masculino,Bolsa,36.0,Cartao de Debito,19,Mensal
657,42,Masculino,Jeans,23.0,Cartao de Debito,6,Trimestral
658,48,Masculino,Jaqueta,80.0,PayPal,6,Trimestral
659,62,Masculino,Mochila,37.0,Cartao de Debito,20,Semanal
660,62,Masculino,Shorts,52.0,Cartao de Debito,8,Semanal
661,50,Masculino,Casaco,79.0,Cartao de Debito,39,Trimestral
662,57,Masculino,Camisa,68.0,Dinheiro,39,Trimestral
663,24,Masculino,Luvas,98.0,Cartao de Debito,39,Duas vezes/semana
664,59,Masculino,Vestido,83.0,Dinheiro,23,Mensal
665,63,Masculino,Calca,83.0,Dinheiro,41,Duas vezes/semana
666,41,Masculino,Calca,55.0,Dinheiro,50,Anual
667,35,Masculino,Agasalho,26.0,Dinheiro,30,Trimestral
668,34,Masculino,Óculos de Sol,76.0,Cartao de Debito,32,Trimestral
669,49,Masculino,Camiseta,85.0,Cartao de Credito,35,Mensal
670,43,Masculino,Jaqueta,89.0,PayPal,45,Duas vezes/semana
671,63,Masculino,Sueter,41.0,Cartao de Credito,37,Duas vezes/semana
672,38,Masculino,Jaqueta,30.0,PayPal,45,Semanal
673,59,Masculino,Meias,53.0,Dinheiro,29,Trimestral
674,35,Masculino,Camisa,66.0,Dinheiro,27,Duas vezes/semana
675,48,Masculino,Joias,33.0,Venmo,36,Anual
676,64,Masculino,Óculos de Sol,86.0,Cartao de Credito,9,Anual
677,28,Masculino,Calca,60.0,Cartao de Debito,38,Duas vezes/semana
678,60,Masculino,Meias,62.0,PayPal,41,Anual
679,27,Masculino,Blusa,74.0,Cartao de Credito,25,A cada 3 meses
680,56,Masculino,Sandalias,95.0,PayPal,37,Quinzenal
681,58,Masculino,Tenis,25.0,Venmo,3,Anual
682,30,Masculino,Camisa,59.0,PayPal,24,A cada 3 meses
683,23,Masculino,Jaqueta,29.0,Cartao de Debito,49,Duas vezes/semana
684,33,Masculino,Sandalias,36.0,Venmo,3,Mensal
685,63,Masculino,Bone,82.0,Transferencia Bancaria,42,Mensal
686,70,Masculino,Blusa,71.0,Cartao de Credito,32,Quinzenal
687,70,Masculino,Sueter,35.0,PayPal,33,Quinzenal
688,19,Masculino,Luvas,38.0,Dinheiro,46,Trimestral
689,25,Masculino,Cachecol,59.0,Dinheiro,44,Mensal
690,19,Masculino,Agasalho,91.0,Dinheiro,35,A cada 3 meses
691,25,Masculino,Shorts,68.0,Transferencia Bancaria,45,Semanal
692,60,Masculino,Mochila,21.0,Cartao de Credito,37,Duas vezes/semana
693,35,Masculino,Óculos de Sol,95.0,Venmo,40,A cada 3 meses
694,46,Masculino,Shorts,52.0,Cartao de Credito,30,A cada 3 meses
695,41,Masculino,Vestido,21.0,Venmo,38,A cada 3 meses
696,30,Masculino,Shorts,67.0,Transferencia Bancaria,15,A cada 3 meses
697,44,Masculino,Cinto,42.0,Transferencia Bancaria,49,Mensal
698,61,Masculino,Cachecol,63.0,Transferencia Bancaria,40,Trimestral
699,55,Masculino,Botas,41.0,PayPal,40,Semanal
700,50,Masculino,Bolsa,46.0,Transferencia Bancaria,5,Semanal
701,57,Masculino,Calca,79.0,Venmo,5,Mensal
702,51,Masculino,Botas,90.0,Dinheiro,5,A cada 3 meses
703,18,Masculino,Camisa,71.0,Transferencia Bancaria,1,Semanal
704,63,Masculino,Vestido,87.0,Cartao de Debito,21,Semanal
705,34,Masculino,Agasalho,66.0,Venmo,18,Anual
706,25,Masculino,Calca,90.0,PayPal,49,Trimestral
707,46,Masculino,Jeans,47.0,Venmo,27,Semanal
708,59,Masculino,Camisa,38.0,Cartao de Debito,21,Anual
709,37,Masculino,Mochila,50.0,Dinheiro,19,Quinzenal
710,49,Masculino,Jaqueta,79.0,Cartao de Debito,23,Mensal
711,22,Masculino,Cachecol,91.0,Transferencia Bancaria,26,Quinzenal
712,64,Masculino,Botas,60.0,PayPal,13,Duas vezes/semana
713,42,Masculino,Blusa,81.0,Cartao de Credito,36,Trimestral
714,37,Masculino,Agasalho,90.0,Transferencia Bancaria,39,Duas vezes/semana
715,26,Masculino,Jaqueta,70.0,Venmo,40,Quinzenal
716,33,Masculino,Jeans,63.0,Venmo,37,Trimestral
717,30,Masculino,Joias,29.0,PayPal,9,Duas vezes/semana
718,21,Masculino,Meias,90.0,Cartao de Debito,7,A cada 3 meses
719,22,Masculino,Camisa,22.0,Transferencia Bancaria,25,Anual
720,63,Masculino,Shorts,22.0,Venmo,42,Duas vezes/semana
721,33,Masculino,Joias,62.0,Transferencia Bancaria,19,Semanal
722,43,Masculino,Blusa,57.0,Cartao de Debito,41,A cada 3 meses
723,27,Masculino,Sueter,32.0,PayPal,50,Duas vezes/semana
724,35,Masculino,Joias,53.0,Dinheiro,43,Mensal
725,37,Masculino,Camiseta,79.0,Dinheiro,36,A cada 3 meses
726,61,Masculino,Bone,61.0,Dinheiro,33,Quinzenal
727,32,Masculino,Shorts,78.0,PayPal,20,A cada 3 meses
728,62,Masculino,Sueter,97.0,Cartao de Credito,37,A cada 3 meses
729,29,Masculino,Jeans,78.0,Cartao de Debito,12,A cada 3 meses
730,41,Masculino,Óculos de Sol,56.0,Venmo,46,A cada 3 meses
731,48,Masculino,Botas,25.0,Venmo,28,Quinzenal
732,43,Masculino,Casaco,28.0,Cartao de Credito,30,Quinzenal
733,34,Masculino,Camisa,57.0,Dinheiro,28,Duas vezes/semana
734,45,Masculino,Vestido,36.0,Dinheiro,20,Duas vezes/semana
735,65,Masculino,Camisa,69.0,Venmo,39,A cada 3 meses
736,61,Masculino,Óculos de Sol,48.0,Venmo,48,Duas vezes/semana
737,18,Masculino,Vestido,58.0,Cartao de Debito,32,A cada 3 meses
738,47,Masculino,Óculos de Sol,24.0,PayPal,28,Anual
739,56,Masculino,Óculos de Sol,31.0,Cartao de Credito,27,Trimestral
740,64,Masculino,Shorts,29.0,Dinheiro,26,Duas vezes/semana
741,26,Masculino,Jeans,69.0,Transferencia Bancaria,22,Quinzenal
742,22,Masculino,Camiseta,79.0,Cartao de Debito,23,A cada 3 meses
743,64,Masculino,Calca,39.0,Cartao de Debito,21,Trimestral
744,21,Masculino,Óculos de Sol,84.0,PayPal,36,Semanal
745,67,Masculino,Botas,66.0,Cartao de Debito,42,Duas vezes/semana
746,46,Masculino,Camiseta,92.0,Cartao de Credito,4,Mensal
747,40,Masculino,Sandalias,45.0,Cartao de Debito,47,Anual
748,51,Masculino,Shorts,74.0,Venmo,13,Semanal
749,35,Masculino,Bone,39.0,Transferencia Bancaria,8,Trimestral
750,56,Masculino,Cachecol,71.0,Transferencia Bancaria,11,Trimestral
751,25,Masculino,Camiseta,95.0,Transferencia Bancaria,5,Anual
752,65,Masculino,Luvas,72.0,Cartao de Credito,1,Mensal
753,39,Masculino,Cachecol,85.0,Dinheiro,17,A cada 3 meses
754,47,Masculino,Botas,54.0,Cartao de Credito,27,Trimestral
755,36,Masculino,Luvas,41.0,Dinheiro,3,Trimestral
756,66,Masculino,Casaco,24.0,Venmo,22,Semanal
757,62,Masculino,Cinto,99.0,Dinheiro,24,Quinzenal
758,41,Masculino,Agasalho,32.0,Cartao de Debito,18,Trimestral
759,66,Masculino,Sapato,71.0,Transferencia Bancaria,39,A cada 3 meses
760,51,Masculino,Vestido,49.0,Transferencia Bancaria,25,Quinzenal
761,33,Masculino,Luvas,50.0,Cartao de Credito,6,Anual
762,57,Masculino,Joias,91.0,Cartao de Credito,26,Semanal
763,45,Masculino,Cinto,46.0,Cartao de Credito,43,Quinzenal
764,61,Masculino,Sueter,50.0,Cartao de Debito,6,Mensal
765,55,Masculino,Saia,39.0,Transferencia Bancaria,6,Trimestral
766,54,Masculino,Tenis,99.0,Transferencia Bancaria,13,Trimestral
767,57,Masculino,Luvas,48.0,PayPal,13,Mensal
768,27,Masculino,Casaco,77.0,Dinheiro,11,Anual
769,64,Masculino,Mochila,95.0,PayPal,45,Semanal
770,52,Masculino,Meias,100.0,Cartao de Credito,8,Mensal
771,19,Masculino,Tenis,54.0,Venmo,8,Anual
772,22,Masculino,Sueter,68.0,Cartao de Credito,34,Quinzenal
773,18,Masculino,Jeans,22.0,Dinheiro,40,Duas vezes/semana
774,29,Masculino,Bone,84.0,Venmo,14,Duas vezes/semana
775,42,Masculino,Bone,46.0,Cartao de Credito,11,Trimestral
776,49,Masculino,Bolsa,53.0,PayPal,8,Mensal
777,49,Masculino,Camisa,60.0,PayPal,8,A cada 3 meses
778,55,Masculino,Meias,32.0,Cartao de Credito,37,Semanal
779,29,Masculino,Meias,50.0,Dinheiro,23,Anual
780,60,Masculino,Vestido,94.0,Cartao de Credito,38,Anual
781,34,Masculino,Sapato,26.0,Venmo,38,Trimestral
782,30,Masculino,Cachecol,44.0,PayPal,12,Quinzenal
783,28,Masculino,Agasalho,57.0,PayPal,15,Semanal
784,63,Masculino,Camiseta,65.0,Cartao de Debito,38,Quinzenal
785,31,Masculino,Jeans,72.0,Cartao de Debito,41,A cada 3 meses
786,46,Masculino,Shorts,62.0,Transferencia Bancaria,37,Quinzenal
787,70,Masculino,Bone,21.0,Cartao de Credito,16,A cada 3 meses
788,53,Masculino,Bolsa,85.0,Transferencia Bancaria,25,Semanal
789,50,Masculino,Calca,51.0,Venmo,18,Trimestral
790,33,Masculino,Bolsa,84.0,Venmo,4,Duas vezes/semana
791,22,Masculino,Sueter,37.0,Venmo,12,Trimestral
792,50,Masculino,Cachecol,44.0,Cartao de Credito,35,Quinzenal
793,34,Masculino,Tenis,45.0,Venmo,45,Semanal
794,24,Masculino,Calca,35.0,Dinheiro,16,Mensal
795,69,Masculino,Mochila,50.0,Transferencia Bancaria,10,Quinzenal
796,39,Masculino,Sandalias,26.0,Dinheiro,34,Anual
797,42,Masculino,Meias,78.0,Cartao de Debito,43,Anual
798,42,Masculino,Casaco,82.0,Dinheiro,38,Semanal
799,29,Masculino,Meias,39.0,Dinheiro,48,A cada 3 meses
800,55,Masculino,Cinto,55.0,Venmo,31,Anual
801,32,Masculino,Meias,20.0,Cartao de Credito,20,A cada 3 meses
